0.11	2	0	0.22	1	1	0.36	1	0	0.17	1	1	0.25	0	0	0.03	1	2	0.14	3	1	-0.04	1	2	-0.12	4	3	-0.45	0	2	-0.02	2	0	0.35	2	1	0.2	3	1	0.29	1	0
-0.18	1	0	0.22	1	3	0.07	0	4	-0.3	1	3	0.13	1	0	0.15	2	1	0.22	2	2	0.13	1	0	0.39	0	3	0.2	4	2	0.11	1	0	-0.42	0	2	-0.36	0	6	-0.37	2	4
0.16	2	1	-0.11	0	0	-0.14	1	1	0.08	2	1	0.18	2	1	-0.04	1	0	-0.03	0	1	-0.66	0	2	-0.22	0	3	-0.45	1	2	-0.25	0	2	0.11	3	0	0.55	1	1	0.04	0	1
0.11	0	3	-0.32	2	1	-0.14	2	2	-0.26	0	1	-0.39	2	2	-0.03	0	2	-0.14	1	1	-0.42	1	1	-0.36	2	1	-0.39	0	1	-0.4	1	0	0.21	0	2	0.21	1	0	0.38	4	0
0.03	2	0	0.14	2	2	-0.17	0	5	-0.48	3	0	-0.03	1	3	-0.02	0	2	-0.45	2	1	-0.26	1	1	-0.2	1	1	-0.14	1	1	-0.06	1	1	0.17	1	1	0.26	3	0	0.05	0	0
0.03	0	0	0.28	3	2	0.24	0	1	0.17	1	2	0.39	2	1	0.26	1	1	-0.01	2	1	-0.03	0	0	-0.05	0	3	0.03	2	3	-0.26	3	1	0.09	0	2	0.09	0	0	0.16	2	1
0.19	3	1	0.6	3	0	0.56	2	0	0.57	2	0	0.47	3	4	0.37	2	1	-0.06	1	2	0.29	1	1	0.21	0	2	-0.39	1	0	0.06	2	1	0.57	1	0	0.57	4	2	0.58	2	2
0.25	1	2	0.06	1	2	0.03	0	0	0.29	2	0	0.38	2	4	-0.11	0	2	-0.58	0	2	0.04	1	1	-0.11	1	1	-0.37	1	1	-0.08	4	0	-0.02	0	3	0.26	2	2	0.14	1	0
0.22	1	1	0.20	1	2	0.1	2	2	-0.13	2	3	0.24	2	1	0.12	0	3	-0.15	2	3	-0.24	0	1	-0.24	0	3	-0.12	1	2	-0.25	2	2	0.22	0	0	0.17	2	0	0.39	2	2
-0.15	3	2	0.09	1	2	-0.44	1	1	0.14	2	0	0.22	1	0	0.12	3	0	0.32	1	1	0.03	3	2	0.34	1	1	0.12	1	1	0.18	0	1	-0.18	1	1	-0.32	0	1	-0.26	1	0
0.11	3	0	0.15	0	0	0.07	1	1	-0.42	4	4	0.16	3	0	-0.2	2	3	-0.09	2	2	0.17	0	2	-0.21	0	1	-0.17	3	1	-0.13	4	1	0.36	0	3	-0.36	2	2	-0.23	3	0
0.53	2	0	0.58	0	2	0.33	1	0	0.66	2	0	0.39	2	0	0.72	0	4	-0.08	1	1	0.01	1	0	-0.2	0	3	-0.37	0	1	0.09	4	0	0.34	3	0	0.88	3	0	0.65	3	0
0.04	2	2	-0.02	4	2	0.01	2	1	0	1	0	0	2	2	-0.09	1	3	-0.6	0	1	-0.22	0	0	-0.29	4	2	0.01	0	0	-0.21	0	1	0.04	0	2	-0.27	2	0	0.27	1	2
-0.14	2	1	-0.04	0	1	0.03	2	3	-0.34	2	4	-0.01	0	0	-0.05	0	3	-0.28	0	0	-0.07	2	2	0.26	0	2	-0.47	2	2	0.09	1	0	0.24	0	2	-0.31	1	0	-0.31	0	0
0.14	4	0	0.08	1	2	-0.43	1	0	0.11	3	0	0.12	0	1	-0.06	1	2	0.04	2	4	-0.01	0	2	-0.57	3	2	-0.24	1	2	-0.26	3	0	-0.06	0	1	-0.04	2	1	-0.09	3	1
0.06	2	0	0.45	1	0	0.42	1	0	0.41	3	0	0.37	1	1	-0.19	4	2	0.18	2	1	0.22	2	2	0.13	1	0	0.39	0	3	0.2	0	0	-0.13	2	1	-0.01	0	3	-0.01	1	3
